ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1444145485.99242,0,0,0,0,0,0,0,0,0,0
1444145485.99242,0,0,0,0,0,0,0,0,0,0
1444145485.99242,0,72,0,133,3213,15504,1417,0,0,0
1444145485.99242,4,661,0,525,76107,103721,44790,86586562,12,15
1444145546.0365,0,0,0,0,0,0,0,0,0,0
1444145546.0365,0,0,0,0,0,0,0,0,0,0
1444145546.0365,0,74,0,138,3283,16506,1428,0,0,0
1444145546.0365,5,710,0,636,81811,110826,48066,86661183,15,15
1444145606.03289,0,0,0,0,0,0,0,0,0,0
1444145606.03289,0,0,0,0,0,0,0,0,0,0
1444145606.03289,0,76,0,138,3358,17508,1439,0,0,0
1444145606.03289,5,743,2,640,87227,118106,51163,86661185,17,15
1444145666.02249,0,0,0,0,0,0,0,0,0,0
1444145666.02249,0,0,0,0,0,0,0,0,0,0
1444145666.02249,0,78,0,138,3433,18510,1450,0,0,0
1444145666.02249,3,784,4,649,92777,124795,54390,86661188,20,15
1444145726.0594,0,0,0,0,0,0,0,0,0,0
1444145726.0594,0,0,0,0,0,0,0,0,0,0
1444145726.0594,0,80,0,138,3508,19512,1461,0,0,0
1444145726.0594,4,821,5,651,98298,132100,57511,86661190,22,15
1444145786.03542,0,0,0,0,0,0,0,0,0,0
1444145786.03542,0,0,0,0,0,0,0,0,0,0
1444145786.03542,0,82,0,138,3583,20514,1472,0,0,0
1444145786.03542,2,881,5,652,105926,140101,62045,86661195,27,15
1444145846.06875,0,0,0,0,0,0,0,0,0,0
1444145846.06875,0,0,0,0,0,0,0,0,0,0
1444145846.06875,0,84,0,138,3658,21516,1483,0,0,0
1444145846.06875,4,924,6,708,111946,147762,65514,86661213,31,30
1444145906.0925,0,0,0,0,0,0,0,0,0,0
1444145906.0925,0,0,0,0,0,0,0,0,0,0
1444145906.0925,0,86,0,138,3733,22518,1494,0,0,0
1444145906.0925,4,983,7,709,120079,156426,70348,86661217,35,30
