ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1444144636.20729,32584,10,psql,,-1,2015-10-06 11:17:14.681261-04,2015-10-06 11:17:14.685969-04,2015-10-06 11:17:14.691406-04,f,COPY lineitem FROM '/tmp/dbt3/dss/lineitem.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.687113-04
1444144636.20729,32556,10,psql,,-1,2015-10-06 11:17:14.670728-04,2015-10-06 11:17:14.673895-04,2015-10-06 11:17:14.677951-04,f,COPY nation FROM '/tmp/dbt3/dss/nation.tbl' USING DELIMITERS '|';,active,2015-10-06 11:17:14.675145-04
1444144636.20729,32557,10,psql,,-1,2015-10-06 11:17:14.672984-04,2015-10-06 11:17:14.681821-04,2015-10-06 11:17:14.692166-04,f,COPY region FROM '/tmp/dbt3/dss/region.tbl' USING DELIMITERS '|';,active,2015-10-06 11:17:14.683748-04
1444144636.20729,32570,10,psql,,-1,2015-10-06 11:17:14.676906-04,2015-10-06 11:17:14.685239-04,2015-10-06 11:17:14.695947-04,f,COPY part FROM '/tmp/dbt3/dss/part.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.688006-04
1444144636.20729,32574,10,psql,,-1,2015-10-06 11:17:14.677161-04,2015-10-06 11:17:14.683869-04,2015-10-06 11:17:14.692028-04,f,COPY supplier FROM '/tmp/dbt3/dss/supplier.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.685702-04
1444144636.20729,32575,10,psql,,-1,2015-10-06 11:17:14.677317-04,2015-10-06 11:17:14.683724-04,2015-10-06 11:17:14.69142-04,f,COPY orders FROM '/tmp/dbt3/dss/orders.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.685731-04
1444144636.20729,32572,10,psql,,-1,2015-10-06 11:17:14.676906-04,2015-10-06 11:17:14.686675-04,2015-10-06 11:17:14.695366-04,f,COPY partsupp FROM '/tmp/dbt3/dss/partsupp.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.68816-04
1444144636.20729,32581,10,psql,,-1,2015-10-06 11:17:14.68133-04,2015-10-06 11:17:14.68636-04,2015-10-06 11:17:14.692273-04,f,COPY part FROM '/tmp/dbt3/dss/part.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.687628-04
1444144636.20729,32573,10,psql,,-1,2015-10-06 11:17:14.682029-04,2015-10-06 11:17:14.688738-04,2015-10-06 11:17:14.696045-04,f,COPY partsupp FROM '/tmp/dbt3/dss/partsupp.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.68976-04
1444144636.20729,32571,10,psql,,-1,2015-10-06 11:17:14.682785-04,2015-10-06 11:17:14.689703-04,2015-10-06 11:17:14.72804-04,f,COPY orders FROM '/tmp/dbt3/dss/orders.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.721502-04
1444144636.20729,32590,10,psql,,-1,2015-10-06 11:17:14.683356-04,2015-10-06 11:17:14.686319-04,2015-10-06 11:17:14.691322-04,f,COPY supplier FROM '/tmp/dbt3/dss/supplier.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.688697-04
1444144636.20729,32585,10,psql,,-1,2015-10-06 11:17:14.685856-04,2015-10-06 11:17:14.688557-04,2015-10-06 11:17:14.692106-04,f,COPY customer FROM '/tmp/dbt3/dss/customer.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.689782-04
1444144636.20729,32594,10,psql,,-1,2015-10-06 11:17:14.687811-04,2015-10-06 11:17:14.718781-04,2015-10-06 11:17:14.753044-04,f,COPY customer FROM '/tmp/dbt3/dss/customer.tbl.1' USING DELIMITERS '|';,active,2015-10-06 11:17:14.722461-04
1444144636.20729,32593,10,psql,,-1,2015-10-06 11:17:14.687884-04,2015-10-06 11:17:14.68977-04,2015-10-06 11:17:14.723193-04,f,COPY lineitem FROM '/tmp/dbt3/dss/lineitem.tbl.2' USING DELIMITERS '|';,active,2015-10-06 11:17:14.721662-04
